id,name,status,temperature,stockThreshold,openTime,closeTime,installedDate,lastCheckupDate,nextCheckupDate,lowStockItems,outStockItems,position,city,country
262,Machine 262,inactive,5,100,03:00,21:59,2023-09-01T12:44:08.326Z,2024-01-23T22:52:23.808Z,2024-02-26T09:09:23.470Z,19,2,"1.8528609119053279,105.13929488232236",Bangkok,Thailand
263,Machine 263,inactive,5,100,01:00,18:59,2023-08-07T00:51:49.587Z,2024-01-03T17:28:49.883Z,2024-03-01T06:46:27.681Z,11,1,"13.931014224392174,101.0073305366351",Bangkok,Thailand
264,Machine 264,active,5,100,02:00,22:59,2023-09-23T21:59:20.935Z,2023-11-04T16:53:06.130Z,2024-03-03T08:26:26.262Z,5,2,"20.879730895390026,97.55416652101235",Bangkok,Thailand
265,Machine 265,active,5,100,06:00,18:59,2023-07-30T15:01:31.463Z,2023-08-16T20:08:56.573Z,2024-02-19T23:06:30.836Z,1,4,"12.82312033227868,100.23745994924707",Bangkok,Thailand
266,Machine 266,active,5,100,02:00,18:59,2024-01-04T17:11:40.337Z,2024-01-25T19:28:57.623Z,2024-02-14T04:22:23.260Z,16,2,"22.631785235850025,98.7139845942985",Bangkok,Thailand
267,Machine 267,active,5,100,06:00,19:59,2023-12-16T05:51:34.666Z,2024-01-10T11:12:07.981Z,2024-03-01T10:57:34.645Z,1,4,"9.852156255151014,111.08274348106204",Bangkok,Thailand
268,Machine 268,inactive,5,100,02:00,19:59,2023-06-25T05:34:26.598Z,2023-09-23T01:44:31.947Z,2024-02-21T13:34:16.777Z,0,2,"13.35740855177989,101.36933762484728",Bangkok,Thailand
269,Machine 269,inactive,5,100,06:00,23:59,2023-12-27T08:00:00.004Z,2024-01-30T13:09:25.364Z,2024-02-29T08:27:57.752Z,16,0,"12.329122766074612,102.20216463782822",Bangkok,Thailand
270,Machine 270,inactive,5,100,06:00,23:59,2023-11-05T12:56:38.469Z,2024-01-01T03:35:50.033Z,2024-02-24T00:57:47.536Z,6,1,"12.906524061380063,107.80952633542779",Bangkok,Thailand
271,Machine 271,active,5,100,04:00,21:59,2023-10-30T21:20:44.458Z,2024-01-17T00:13:22.434Z,2024-02-23T01:27:37.965Z,20,3,"16.82489193622364,94.15043606833535",Bangkok,Thailand
272,Machine 272,active,5,100,05:00,20:59,2023-09-05T08:48:49.765Z,2023-09-19T16:17:27.123Z,2024-02-26T17:17:50.324Z,0,1,"10.59569264071682,100.78252884546987",Bangkok,Thailand
273,Machine 273,active,5,100,03:00,22:59,2023-12-06T22:31:01.000Z,2024-01-01T01:26:48.215Z,2024-03-02T04:46:09.714Z,8,2,"7.406667949662863,107.05998542566351",Bangkok,Thailand
274,Machine 274,inactive,5,100,02:00,22:59,2023-10-29T16:59:09.384Z,2024-01-27T01:45:07.148Z,2024-02-24T11:08:53.546Z,2,0,"6.358839172971991,97.64658719526017",Bangkok,Thailand
275,Machine 275,active,5,100,03:00,22:59,2023-08-03T13:57:52.533Z,2023-12-24T04:10:31.577Z,2024-02-21T16:57:07.346Z,12,1,"24.5606749544048,98.70015803651506",Bangkok,Thailand
276,Machine 276,active,5,100,04:00,23:59,2023-09-08T17:02:29.757Z,2023-11-19T14:18:17.158Z,2024-03-02T08:03:54.139Z,12,2,"9.112236290499025,100.38441294181723",Bangkok,Thailand
277,Machine 277,active,5,100,05:00,20:59,2023-12-02T19:22:29.366Z,2023-12-19T19:31:59.635Z,2024-02-20T14:12:27.390Z,16,5,"14.060824679319662,100.48547918514271",Bangkok,Thailand
278,Machine 278,active,5,100,01:00,19:59,2023-11-12T18:07:13.410Z,2023-12-04T21:40:07.019Z,2024-02-20T20:40:47.202Z,4,3,"8.69686031730685,96.95520468824157",Bangkok,Thailand
279,Machine 279,active,5,100,04:00,21:59,2023-11-05T19:10:11.315Z,2023-12-06T08:23:02.367Z,2024-02-27T03:34:21.522Z,18,0,"17.977622950110565,102.3474189226074",Bangkok,Thailand
280,Machine 280,active,5,100,01:00,20:59,2023-07-20T08:22:23.446Z,2023-10-01T20:19:15.239Z,2024-02-24T00:15:09.339Z,10,1,"7.5748194624969525,103.2090875469803",Bangkok,Thailand
281,Machine 281,active,5,100,00:00,22:59,2023-12-05T20:09:49.730Z,2023-12-25T22:46:33.848Z,2024-03-01T08:32:04.668Z,12,3,"18.678512950600837,99.03375172050232",Bangkok,Thailand
282,Machine 282,inactive,5,100,04:00,23:59,2023-07-04T21:43:09.336Z,2023-09-26T15:38:21.774Z,2024-02-14T13:00:19.376Z,17,3,"4.225162579157621,104.27202658167994",Bangkok,Thailand
283,Machine 283,inactive,5,100,01:00,18:59,2023-07-02T22:09:17.716Z,2023-07-24T06:48:14.472Z,2024-02-22T22:20:43.653Z,19,5,"15.716303069145525,101.63368304864139",Bangkok,Thailand
284,Machine 284,active,5,100,01:00,22:59,2023-06-18T21:53:29.826Z,2023-12-21T20:29:18.196Z,2024-02-18T09:22:56.778Z,2,5,"16.852790857192094,92.89520965176371",Bangkok,Thailand
285,Machine 285,inactive,5,100,05:00,19:59,2024-01-29T05:21:30.317Z,2024-01-30T23:18:07.483Z,2024-02-27T11:29:06.130Z,9,0,"18.260539941500674,111.3647908253538",Bangkok,Thailand
286,Machine 286,active,5,100,01:00,20:59,2023-09-23T13:27:30.779Z,2023-11-05T08:25:59.710Z,2024-02-22T14:24:24.889Z,0,5,"12.25364462369749,102.49210388408926",Bangkok,Thailand
287,Machine 287,active,5,100,01:00,20:59,2023-11-04T09:29:16.367Z,2024-01-11T13:48:24.628Z,2024-02-16T21:37:15.306Z,20,1,"13.66601127777552,100.81957197982194",Bangkok,Thailand
288,Machine 288,active,5,100,03:00,21:59,2023-10-04T21:13:14.342Z,2023-12-07T13:49:00.648Z,2024-03-05T01:02:22.946Z,12,2,"16.745153615510684,103.8240768580024",Bangkok,Thailand
289,Machine 289,active,5,100,03:00,23:59,2023-08-18T03:30:37.906Z,2023-11-27T05:37:54.459Z,2024-02-14T23:57:44.529Z,7,2,"11.273023328506788,104.86699547031901",Bangkok,Thailand
290,Machine 290,active,5,100,01:00,20:59,2023-09-06T17:00:53.527Z,2024-01-10T16:24:39.377Z,2024-02-27T14:07:59.716Z,5,0,"27.065207400263713,99.53258815631261",Bangkok,Thailand
291,Machine 291,inactive,5,100,04:00,19:59,2023-07-08T09:46:17.922Z,2023-07-09T21:37:16.422Z,2024-03-04T00:51:31.122Z,1,0,"16.857196694110844,97.17599131075076",Bangkok,Thailand
292,Machine 292,active,5,100,04:00,21:59,2023-10-02T07:43:24.987Z,2023-11-03T21:27:13.300Z,2024-02-27T23:07:42.777Z,12,1,"13.803673550827604,98.04905062151522",Bangkok,Thailand
293,Machine 293,inactive,5,100,04:00,23:59,2023-11-22T04:44:00.355Z,2023-12-07T03:43:48.927Z,2024-03-04T13:04:31.718Z,17,2,"15.08383473826334,104.06810286547193",Bangkok,Thailand
294,Machine 294,active,5,100,05:00,19:59,2023-06-23T12:04:49.636Z,2023-07-06T23:15:22.980Z,2024-02-15T13:01:34.513Z,11,0,"21.860896016029177,103.48344885112283",Bangkok,Thailand
295,Machine 295,active,5,100,02:00,19:59,2023-10-22T13:32:02.488Z,2023-12-29T21:07:42.545Z,2024-02-15T03:00:51.058Z,12,4,"1.0284241279978463,100.12141618932992",Bangkok,Thailand
296,Machine 296,inactive,5,100,03:00,21:59,2024-01-28T18:52:29.322Z,2024-01-29T19:25:10.869Z,2024-02-28T18:22:14.959Z,11,4,"3.54073338820759,95.89705349124017",Bangkok,Thailand
297,Machine 297,inactive,5,100,03:00,21:59,2023-07-12T18:38:29.255Z,2023-12-07T08:30:27.851Z,2024-02-16T23:52:32.448Z,13,1,"8.65138812611935,88.3286613454419",Bangkok,Thailand
298,Machine 298,inactive,5,100,06:00,20:59,2023-11-25T19:12:56.629Z,2023-12-12T13:04:02.266Z,2024-02-25T13:54:04.698Z,4,1,"17.263344469252086,100.03083390201061",Bangkok,Thailand
299,Machine 299,inactive,5,100,06:00,23:59,2023-06-24T21:00:03.740Z,2023-07-18T04:36:09.840Z,2024-03-01T07:53:42.618Z,10,4,"10.867386105403643,107.28773192498534",Bangkok,Thailand
300,Machine 300,active,5,100,06:00,23:59,2023-11-12T01:31:02.433Z,2023-12-30T08:24:10.230Z,2024-02-13T06:50:30.722Z,18,2,"13.540881023431847,100.33048533897363",Bangkok,Thailand
301,Machine 301,active,5,100,01:00,21:59,2023-09-21T13:00:36.245Z,2023-10-20T16:21:52.364Z,2024-02-18T10:10:00.474Z,19,0,"10.206431030963254,95.35019184283124",Bangkok,Thailand
302,Machine 302,active,5,100,00:00,21:59,2023-06-19T05:40:27.491Z,2023-12-25T18:34:50.124Z,2024-02-13T21:10:35.673Z,20,5,"17.180742357899987,97.15373795311473",Bangkok,Thailand
303,Machine 303,inactive,5,100,02:00,23:59,2023-07-20T11:18:38.052Z,2023-08-04T19:46:08.669Z,2024-02-16T13:14:35.517Z,6,3,"1.1053955206296049,103.02272231494112",Bangkok,Thailand
304,Machine 304,active,5,100,05:00,22:59,2024-01-25T12:34:40.667Z,2024-01-27T19:07:58.378Z,2024-03-04T08:59:51.814Z,20,2,"12.826777561157142,98.89413630967488",Bangkok,Thailand
305,Machine 305,active,5,100,05:00,18:59,2023-06-20T09:04:40.117Z,2023-07-21T10:52:21.081Z,2024-02-23T07:20:10.886Z,16,3,"11.568007981277761,104.9650000358406",Bangkok,Thailand
306,Machine 306,active,5,100,05:00,18:59,2023-10-21T08:20:35.993Z,2023-10-28T13:44:46.491Z,2024-02-14T10:39:36.275Z,8,0,"16.985746207857375,96.11864812555882",Bangkok,Thailand
307,Machine 307,active,5,100,06:00,20:59,2023-09-08T09:17:33.007Z,2023-10-19T13:06:11.368Z,2024-02-18T01:19:22.816Z,2,4,"13.455880241393565,102.6532557746126",Bangkok,Thailand
308,Machine 308,inactive,5,100,03:00,22:59,2023-09-07T10:29:39.701Z,2023-09-17T19:49:10.357Z,2024-03-01T01:20:18.345Z,13,3,"4.913333304265862,101.93227193520136",Bangkok,Thailand
309,Machine 309,inactive,5,100,05:00,18:59,2023-06-02T23:15:44.802Z,2023-06-22T13:16:14.824Z,2024-02-28T02:06:29.305Z,12,1,"10.74848426980202,100.14106668215993",Bangkok,Thailand
310,Machine 310,inactive,5,100,05:00,20:59,2023-12-25T23:04:38.661Z,2024-01-04T23:51:39.637Z,2024-03-04T21:58:58.350Z,5,2,"11.94758032082296,89.163686747984",Bangkok,Thailand
311,Machine 311,inactive,5,100,02:00,22:59,2024-01-18T02:38:02.953Z,2024-01-25T09:40:08.265Z,2024-02-26T12:19:07.985Z,18,3,"3.133088059218263,106.02661736911489",Bangkok,Thailand
312,Machine 312,inactive,5,100,05:00,23:59,2023-06-04T02:00:52.533Z,2023-10-29T00:55:54.861Z,2024-02-28T08:40:09.898Z,5,1,"1.1259730157817387,103.52218480024192",Bangkok,Thailand
313,Machine 313,inactive,5,100,06:00,19:59,2023-10-29T06:50:48.944Z,2023-11-09T12:01:45.028Z,2024-03-02T17:34:17.754Z,9,0,"3.49241989470843,108.46570376962052",Bangkok,Thailand
314,Machine 314,inactive,5,100,03:00,18:59,2023-12-25T01:29:58.298Z,2024-01-21T13:10:48.416Z,2024-02-26T05:44:13.615Z,5,3,"7.515286645310536,105.57302522866541",Bangkok,Thailand
315,Machine 315,inactive,5,100,01:00,20:59,2023-12-31T12:06:45.742Z,2024-01-26T06:35:54.105Z,2024-02-13T12:24:24.927Z,4,1,"20.73574764696546,100.43798482488285",Bangkok,Thailand
316,Machine 316,inactive,5,100,05:00,19:59,2023-11-27T23:58:44.911Z,2024-01-15T08:59:17.416Z,2024-02-18T20:52:55.180Z,18,4,"10.941077748466022,108.66719508628034",Bangkok,Thailand
317,Machine 317,inactive,5,100,06:00,21:59,2023-06-22T21:47:14.944Z,2023-11-03T22:35:19.450Z,2024-03-04T00:07:53.760Z,16,0,"13.129045363778983,108.66907375879327",Bangkok,Thailand
318,Machine 318,active,5,100,02:00,20:59,2024-01-10T19:37:52.284Z,2024-01-12T01:54:33.481Z,2024-02-19T08:47:54.748Z,18,3,"20.192571649663705,99.82083212283726",Bangkok,Thailand
319,Machine 319,inactive,5,100,03:00,20:59,2023-12-15T08:13:32.743Z,2023-12-16T10:12:08.972Z,2024-02-18T16:23:59.401Z,11,2,"12.922666727716255,102.72589281747582",Bangkok,Thailand
320,Machine 320,inactive,5,100,01:00,20:59,2023-08-19T12:33:53.935Z,2024-01-22T18:04:50.402Z,2024-03-03T08:13:21.055Z,15,2,"14.081972980918906,100.64487200591259",Bangkok,Thailand
321,Machine 321,inactive,5,100,01:00,18:59,2023-07-26T19:10:54.339Z,2023-10-10T03:31:53.449Z,2024-02-20T18:35:02.953Z,15,4,"13.81934683987256,101.32815181149442",Bangkok,Thailand
322,Machine 322,active,5,100,01:00,18:59,2023-07-15T16:53:18.446Z,2023-12-20T21:54:24.626Z,2024-02-13T07:22:41.111Z,12,2,"13.997324086079693,96.66795516700586",Bangkok,Thailand
323,Machine 323,inactive,5,100,02:00,22:59,2023-06-26T14:23:14.505Z,2023-10-28T18:33:01.673Z,2024-02-28T19:26:34.465Z,16,4,"12.392947444995812,107.61320820737649",Bangkok,Thailand
324,Machine 324,active,5,100,01:00,22:59,2023-11-09T14:39:17.254Z,2023-12-20T12:43:52.536Z,2024-02-20T16:25:04.268Z,2,2,"18.12928156384885,99.63290185416815",Bangkok,Thailand
325,Machine 325,active,5,100,05:00,20:59,2024-01-16T10:14:52.290Z,2024-01-22T05:32:49.047Z,2024-02-14T06:31:57.848Z,1,2,"7.483304949361921,100.82092988102056",Bangkok,Thailand
326,Machine 326,inactive,5,100,01:00,20:59,2023-08-14T08:30:05.897Z,2024-01-30T04:55:08.646Z,2024-02-19T02:22:39.223Z,7,3,"12.67405613035469,103.00324522491769",Bangkok,Thailand
327,Machine 327,active,5,100,02:00,20:59,2023-06-11T06:32:45.860Z,2023-07-11T23:27:40.188Z,2024-02-24T04:58:45.212Z,5,0,"13.103794259669643,100.40318322095413",Bangkok,Thailand
328,Machine 328,inactive,5,100,02:00,19:59,2023-07-09T03:47:29.738Z,2023-11-28T01:39:20.610Z,2024-03-02T23:43:49.641Z,10,2,"22.410883969055995,90.76946564846799",Bangkok,Thailand
329,Machine 329,inactive,5,100,02:00,23:59,2023-09-04T17:03:56.081Z,2023-10-04T06:12:48.317Z,2024-03-03T12:59:22.087Z,3,1,"26.41828870843539,103.4632694478222",Bangkok,Thailand
330,Machine 330,inactive,5,100,02:00,21:59,2023-07-24T11:03:25.863Z,2023-07-28T09:55:31.268Z,2024-02-28T11:09:54.135Z,17,0,"13.996000156667876,99.94183997742027",Bangkok,Thailand
331,Machine 331,active,5,100,06:00,18:59,2023-06-19T21:09:21.736Z,2023-10-03T11:14:28.954Z,2024-02-24T16:18:18.245Z,14,4,"13.730415416139774,100.47658508178688",Bangkok,Thailand
332,Machine 332,active,5,100,06:00,21:59,2023-06-29T00:00:14.202Z,2023-11-27T06:55:32.611Z,2024-02-27T03:38:48.570Z,3,0,"9.53831322239046,90.22533090260163",Bangkok,Thailand
333,Machine 333,active,5,100,01:00,20:59,2024-01-05T14:25:47.812Z,2024-01-08T06:20:01.625Z,2024-02-21T22:19:40.636Z,6,4,"15.070764697533974,100.75555140318909",Bangkok,Thailand
334,Machine 334,active,5,100,06:00,19:59,2023-11-30T14:16:13.168Z,2024-01-12T09:56:57.586Z,2024-02-22T14:13:49.693Z,12,0,"2.6437746963147895,101.68387587703126",Bangkok,Thailand
335,Machine 335,inactive,5,100,06:00,18:59,2023-11-10T05:05:26.272Z,2024-01-05T05:28:47.404Z,2024-02-29T19:04:26.889Z,8,1,"14.705330641356287,100.83663577835557",Bangkok,Thailand
336,Machine 336,active,5,100,04:00,18:59,2023-11-20T07:37:46.402Z,2024-01-18T21:45:29.489Z,2024-02-28T00:50:11.938Z,5,1,"16.743579813568257,104.01116260638548",Bangkok,Thailand
337,Machine 337,inactive,5,100,04:00,21:59,2023-06-11T15:38:27.576Z,2023-10-04T14:10:56.700Z,2024-02-19T11:17:26.997Z,18,0,"11.399946688408283,87.97727511127289",Bangkok,Thailand
338,Machine 338,inactive,5,100,05:00,19:59,2023-09-10T19:21:36.942Z,2023-11-18T10:47:15.447Z,2024-03-01T11:16:17.155Z,1,2,"22.872946201981634,93.61794424718471",Bangkok,Thailand
339,Machine 339,inactive,5,100,01:00,18:59,2023-10-02T16:11:02.241Z,2023-11-17T02:48:53.400Z,2024-02-25T22:00:51.863Z,2,0,"8.751200860247955,106.82038347462094",Bangkok,Thailand
340,Machine 340,inactive,5,100,05:00,20:59,2024-01-16T16:30:20.362Z,2024-01-25T21:36:11.284Z,2024-02-21T14:20:47.890Z,8,5,"13.083473049030983,98.98194495017253",Bangkok,Thailand
341,Machine 341,active,5,100,04:00,18:59,2023-06-30T18:12:14.890Z,2023-09-18T19:35:34.171Z,2024-02-20T14:15:53.749Z,4,1,"24.46325485241251,104.76837834032449",Bangkok,Thailand
342,Machine 342,active,5,100,00:00,23:59,2023-08-08T12:57:01.781Z,2023-10-03T12:30:12.362Z,2024-02-13T04:57:26.029Z,13,0,"15.48548819391013,109.57359122174796",Bangkok,Thailand
343,Machine 343,inactive,5,100,04:00,22:59,2023-09-02T20:47:51.126Z,2023-10-15T04:28:37.148Z,2024-02-29T13:08:57.780Z,11,1,"22.182199841648455,110.83518457769242",Bangkok,Thailand
344,Machine 344,inactive,5,100,02:00,23:59,2024-01-13T03:12:14.436Z,2024-01-29T02:50:54.035Z,2024-03-01T14:03:42.150Z,13,1,"17.47188747378378,110.25257990593548",Bangkok,Thailand
345,Machine 345,active,5,100,01:00,20:59,2024-01-16T01:57:42.399Z,2024-01-28T08:07:02.768Z,2024-02-16T04:23:18.155Z,3,3,"13.858337210907054,94.3762595199604",Bangkok,Thailand
346,Machine 346,active,5,100,03:00,18:59,2023-07-01T02:18:07.461Z,2023-08-11T03:13:26.672Z,2024-02-25T01:48:35.399Z,18,1,"7.19813943500296,105.58182003778916",Bangkok,Thailand
347,Machine 347,inactive,5,100,05:00,18:59,2023-11-21T03:28:29.317Z,2023-11-30T12:48:47.770Z,2024-02-28T12:36:25.511Z,20,4,"13.611701472462764,105.5434039322563",Bangkok,Thailand
348,Machine 348,active,5,100,06:00,20:59,2023-11-21T19:18:27.904Z,2023-11-26T05:24:07.584Z,2024-02-22T15:19:57.429Z,12,3,"17.240318951950467,109.76808852611919",Bangkok,Thailand
349,Machine 349,inactive,5,100,03:00,22:59,2023-07-08T00:28:21.706Z,2023-09-12T06:24:10.100Z,2024-03-01T23:10:00.064Z,18,3,"7.7685214420152,99.60653282673843",Bangkok,Thailand
350,Machine 350,active,5,100,05:00,23:59,2023-07-14T12:31:49.365Z,2023-11-04T05:38:39.778Z,2024-02-29T02:55:45.640Z,6,0,"14.135570694218133,111.47952438232142",Bangkok,Thailand
351,Machine 351,active,5,100,02:00,23:59,2023-07-12T23:20:59.167Z,2023-07-31T20:25:32.543Z,2024-02-22T17:02:34.947Z,20,1,"17.61318845248106,106.21606439412813",Bangkok,Thailand
352,Machine 352,inactive,5,100,05:00,21:59,2023-11-26T09:10:27.128Z,2024-01-08T07:14:49.812Z,2024-02-19T05:14:27.785Z,9,4,"25.32733079782973,94.54653829885035",Bangkok,Thailand
353,Machine 353,active,5,100,03:00,21:59,2023-07-15T17:58:34.568Z,2023-08-25T17:45:57.822Z,2024-02-13T19:48:10.513Z,15,0,"13.85850656108487,108.86528166002688",Bangkok,Thailand
354,Machine 354,active,5,100,03:00,20:59,2023-11-11T18:43:06.813Z,2023-12-02T09:20:34.540Z,2024-03-03T10:55:59.562Z,10,3,"23.70722269300976,102.7517823621132",Bangkok,Thailand
355,Machine 355,inactive,5,100,02:00,21:59,2023-08-21T12:09:20.911Z,2024-01-15T21:02:31.141Z,2024-03-03T06:39:31.336Z,4,4,"22.684458382413318,97.6438833167199",Bangkok,Thailand
356,Machine 356,active,5,100,01:00,21:59,2024-01-21T22:35:49.934Z,2024-01-29T06:31:44.331Z,2024-02-19T10:41:36.740Z,6,4,"3.9353246804062234,100.99280931542648",Bangkok,Thailand
357,Machine 357,active,5,100,01:00,21:59,2023-12-17T06:28:16.545Z,2024-01-16T05:33:05.445Z,2024-02-18T14:05:04.265Z,4,1,"12.658380974060613,105.04059177565694",Bangkok,Thailand
358,Machine 358,inactive,5,100,04:00,18:59,2023-08-15T14:21:15.725Z,2023-12-12T07:06:19.855Z,2024-02-21T13:36:38.423Z,12,0,"15.885580411540685,96.27341003563163",Bangkok,Thailand
359,Machine 359,inactive,5,100,03:00,22:59,2023-09-04T15:10:38.237Z,2023-12-17T08:58:52.664Z,2024-03-03T18:28:24.261Z,20,4,"14.03207533944243,101.21688793391866",Bangkok,Thailand
360,Machine 360,inactive,5,100,00:00,18:59,2024-01-30T17:34:21.671Z,2024-01-30T18:27:50.530Z,2024-02-13T15:37:43.672Z,9,1,"11.247288998092701,106.10723698789025",Bangkok,Thailand
361,Machine 361,inactive,5,100,01:00,22:59,2023-09-22T14:26:51.284Z,2023-12-01T12:20:05.352Z,2024-02-13T04:08:57.203Z,14,0,"16.368846736630463,98.2072714122869",Bangkok,Thailand
362,Machine 362,inactive,5,100,04:00,23:59,2023-07-24T13:18:53.870Z,2023-08-31T09:22:26.231Z,2024-03-04T03:46:23.717Z,5,2,"14.14386644726633,101.33137183135284",Bangkok,Thailand
363,Machine 363,inactive,5,100,00:00,22:59,2023-06-10T12:42:41.086Z,2023-12-22T06:27:03.390Z,2024-02-24T19:00:24.037Z,10,3,"14.85485413588489,93.88956822411888",Bangkok,Thailand
364,Machine 364,inactive,5,100,06:00,23:59,2023-10-03T08:18:03.187Z,2023-11-17T18:28:23.075Z,2024-03-01T05:01:34.756Z,3,4,"21.360216037936365,99.94123873111346",Bangkok,Thailand
365,Machine 365,inactive,5,100,02:00,18:59,2023-06-10T14:45:15.381Z,2023-06-23T17:48:01.335Z,2024-02-23T08:09:20.780Z,0,2,"12.36533964926984,103.44408340433665",Bangkok,Thailand
366,Machine 366,inactive,5,100,06:00,20:59,2023-07-30T12:09:47.626Z,2023-09-20T17:29:46.768Z,2024-03-01T13:00:36.260Z,20,0,"19.60595924540582,108.5905037524227",Bangkok,Thailand
367,Machine 367,active,5,100,03:00,18:59,2023-11-25T06:15:53.557Z,2023-12-28T20:30:33.183Z,2024-02-18T07:40:53.414Z,1,0,"22.79136698053641,96.54416679750159",Bangkok,Thailand
368,Machine 368,active,5,100,03:00,22:59,2023-06-22T06:27:16.887Z,2023-10-12T00:40:26.052Z,2024-03-03T07:48:04.327Z,4,0,"16.370839018044595,104.2805786510288",Bangkok,Thailand
369,Machine 369,inactive,5,100,03:00,23:59,2023-07-02T01:34:48.332Z,2023-12-28T11:37:28.641Z,2024-02-15T12:46:06.798Z,20,4,"15.844187569867568,97.97249522110019",Bangkok,Thailand
370,Machine 370,inactive,5,100,01:00,18:59,2023-09-10T10:12:14.934Z,2024-01-02T04:56:30.353Z,2024-02-13T05:38:51.800Z,17,0,"18.566056890025195,112.70412338606377",Bangkok,Thailand
371,Machine 371,inactive,5,100,06:00,19:59,2023-06-29T09:46:11.839Z,2023-12-05T03:33:43.575Z,2024-02-16T05:20:02.709Z,3,0,"11.146106701031073,97.72823977491214",Bangkok,Thailand
372,Machine 372,active,5,100,04:00,18:59,2023-07-23T05:06:38.589Z,2024-01-15T12:54:11.165Z,2024-02-17T14:22:52.186Z,12,5,"6.6275861729951195,99.83283422263787",Bangkok,Thailand
373,Machine 373,inactive,5,100,04:00,23:59,2024-01-01T16:17:54.317Z,2024-01-23T07:21:27.752Z,2024-03-03T09:02:55.693Z,14,4,"24.536923175708573,97.16180121460968",Bangkok,Thailand
374,Machine 374,active,5,100,00:00,20:59,2024-01-30T17:00:38.652Z,2024-01-30T18:45:44.393Z,2024-02-14T12:54:47.139Z,20,4,"11.166062731354774,99.18923644028689",Bangkok,Thailand
375,Machine 375,active,5,100,04:00,21:59,2024-01-29T03:53:19.458Z,2024-01-30T06:58:08.330Z,2024-02-26T03:19:44.313Z,7,4,"8.67066478174268,100.33960203577908",Bangkok,Thailand
376,Machine 376,active,5,100,02:00,18:59,2023-09-02T17:37:57.498Z,2023-10-08T18:15:59.181Z,2024-02-18T20:24:43.614Z,20,2,"22.315485350330082,105.23229479230758",Bangkok,Thailand
377,Machine 377,inactive,5,100,03:00,18:59,2024-01-12T04:26:34.964Z,2024-01-19T05:16:57.460Z,2024-03-02T02:08:06.709Z,3,3,"19.481977106595053,93.34110188386353",Bangkok,Thailand
378,Machine 378,inactive,5,100,05:00,21:59,2023-11-19T06:12:09.466Z,2024-01-15T19:24:04.408Z,2024-02-27T10:02:21.212Z,11,3,"17.325888018222297,107.02329969152947",Bangkok,Thailand
379,Machine 379,inactive,5,100,04:00,21:59,2023-07-23T19:44:19.285Z,2023-12-11T17:55:04.766Z,2024-02-18T21:35:34.029Z,4,1,"22.02958333842747,102.13691152197885",Bangkok,Thailand
380,Machine 380,active,5,100,05:00,22:59,2023-11-13T09:29:32.831Z,2023-12-10T07:28:12.252Z,2024-02-21T07:56:54.942Z,20,2,"13.12651127788277,107.27662247433443",Bangkok,Thailand
381,Machine 381,active,5,100,04:00,18:59,2023-08-05T06:01:26.417Z,2023-11-29T15:47:32.728Z,2024-02-28T10:07:13.437Z,6,5,"16.60145770229454,111.15319905604429",Bangkok,Thailand
382,Machine 382,inactive,5,100,06:00,19:59,2023-06-06T00:55:20.164Z,2023-08-01T23:04:52.108Z,2024-02-18T06:30:34.692Z,18,4,"12.90954585225403,102.29773333602589",Bangkok,Thailand
383,Machine 383,active,5,100,02:00,20:59,2023-06-24T04:53:48.251Z,2023-11-15T13:07:00.583Z,2024-02-19T00:25:07.511Z,10,4,"12.09929311679317,113.76816820828208",Bangkok,Thailand
384,Machine 384,inactive,5,100,00:00,21:59,2023-07-03T04:07:12.604Z,2023-12-20T09:44:23.549Z,2024-02-13T19:49:58.341Z,10,4,"10.729616662395081,105.83709338276253",Bangkok,Thailand
385,Machine 385,active,5,100,02:00,19:59,2023-12-19T12:36:26.799Z,2023-12-30T16:59:54.481Z,2024-02-24T03:18:27.326Z,6,0,"8.422790732198209,90.73944899059313",Bangkok,Thailand
386,Machine 386,inactive,5,100,03:00,23:59,2023-06-11T07:40:24.180Z,2023-10-16T03:16:29.329Z,2024-02-15T19:24:36.451Z,18,1,"9.888802236223253,111.0653659909749",Bangkok,Thailand
387,Machine 387,active,5,100,02:00,18:59,2023-12-06T00:21:58.310Z,2024-01-17T15:19:48.251Z,2024-02-19T11:16:13.734Z,12,0,"3.0979597843128506,95.83602965527689",Bangkok,Thailand
388,Machine 388,active,5,100,01:00,21:59,2023-08-29T21:54:42.040Z,2023-11-04T12:13:26.903Z,2024-02-15T10:36:44.316Z,11,3,"13.245893499369199,91.94329357222693",Bangkok,Thailand
389,Machine 389,active,5,100,03:00,19:59,2023-09-29T18:59:05.600Z,2023-10-06T15:59:53.555Z,2024-03-01T09:22:04.053Z,14,4,"13.43399721507257,92.57450568220565",Bangkok,Thailand
390,Machine 390,active,5,100,00:00,19:59,2023-08-25T18:28:26.958Z,2024-01-22T01:11:58.238Z,2024-02-15T03:24:46.637Z,7,3,"9.294343905842641,98.59348298052043",Bangkok,Thailand
391,Machine 391,active,5,100,01:00,20:59,2024-01-18T22:19:32.918Z,2024-01-29T13:28:47.578Z,2024-02-28T04:01:05.639Z,3,3,"20.403375516698503,90.45447588810919",Bangkok,Thailand
392,Machine 392,inactive,5,100,05:00,20:59,2023-11-12T00:12:34.274Z,2023-12-11T17:39:02.782Z,2024-02-19T12:39:41.724Z,14,2,"16.213092870928868,99.48744594196671",Bangkok,Thailand
